Title,URL,Duration,Date,Views,Likes,Dislikes,Show,Description,Day Of The Week,Days Since Published,Views Per Day,Likes Per Day,Dislikes Per Day,Likes Minus Dislikes,Geoff,Jack,Gavin,Ryan,Ray,Michael,Lindsey,Caleb,Kdin,Matt,Jeremy,Barbara,Brandon,Burnie,Kerry,Dan,Lindsay
Let's Play Minecraft - Episode 119.5 - Xbox One Achievement Race,https://www.youtube.com/watch?v=Z4gCgJ42pck,62.0,2014-09-10,1512171,17362,282,Let's Play,"Join Geoff, Gavin, Michael, Ray, Jack, and Ryan as they compete to get the most achievements in Minecraft for the Xbox One. RT Store: http://roosterteeth.com...",Wednesday,309,4894.0,56.0,1.0,17080,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - UFC,https://www.youtube.com/watch?v=RrmWxG5hAkg,23.0,2014-09-09,818383,15932,297,Let's Play,"The AH crew try something new and have a tournament in UFC to see who&#39;s the best at punching, also hugging. RT Store: http://roosterteeth.com/store/ Rooster ...",Tuesday,310,2640.0,51.0,1.0,15635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Top Chef Part 3,https://www.youtube.com/watch?v=_KKv0JEt3CU,32.0,2014-09-09,278157,4383,556,Let's Build,"Join Lindsay, Kdin, Jeremy, and Matt in the third installment of Let&#39;s Build in Minecraft - Top Chef. RT Store: http://roosterteeth.com/store/ Rooster Teeth:...",Tuesday,310,897.0,14.0,2.0,3827,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
Achievement Hunter Presents: GO! #46,https://www.youtube.com/watch?v=RqlXiXFoFNE,11.0,2014-09-09,561542,10179,91,Achievement Hunter Presents,"In the 46th episode of GO!, the first person to get to level five in three different video games, where one game has to be retail, becomes this week&#39;s victor...",Tuesday,310,1811.0,33.0,0.0,10088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Flight Missions,https://www.youtube.com/watch?v=rzOnsnA-Vsw,38.0,2014-09-08,1220420,16873,247,Let's Play,The Achievement Hunter Crew get on their aircrafts as they play &quot;Flight Missions&quot; in Grand Theft Auto V. RT Store: http://roosterteeth.com/store/ Rooster Tee...,Monday,311,3924.0,54.0,1.0,16626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Full Play: Banjo-Tooie Part 11,https://www.youtube.com/watch?v=onovl0l7jRM,53.0,2014-09-07,323144,4153,96,Full Play,"Moving onwards and upwards, Banjo ventures to the icy hot lair of Hailfire Peaks, where old friends are reunited and new foes are found! RT Store: http://roo...",Sunday,312,1036.0,13.0,0.0,4057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 119 - The Pit X,https://www.youtube.com/watch?v=RQ1I5mwEJAw,49.0,2014-09-05,1492027,17234,823,Let's Play,"Geoff, Jack, Gavin, Michael, Ryan, and Ray return to the pit in Let&#39;s Play Minecraft - The Pit X. Vote for Rooster Teeth in the Streamy Awards Show of the Ye...",Friday,314,4752.0,55.0,3.0,16411,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - The Last of Gus,https://www.youtube.com/watch?v=j0Bv69rg77A,54.0,2014-09-04,1172415,17582,222,Let's Play,"Join Gus, Ryan, Michael, Gavin...and Gus as they play The Last of Us Remastered. Vote for Rooster Teeth in the Streamy Awards Show of the Year: http://bit.ly...",Thursday,315,3722.0,56.0,1.0,17360,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 79: Geoff vs. Ray,https://www.youtube.com/watch?v=ToFSBIn_M5U,4.8,2014-09-04,682067,12691,127,VS,Ray continues being the champion and it&#39;s Geoff&#39;s turn to challenge him in this week&#39;s VS. Vote for Rooster Teeth in the Streamy Awards Show of the Year: htt...,Thursday,315,2165.0,40.0,0.0,12564,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play: Halo 3 ODST (Vidmaster Challenge Endure) Attempt 2,https://www.youtube.com/watch?v=fyi_gGywPFY,32.0,2014-09-03,584592,9453,123,Let's Play,"Gavin, Geoff, Michael, and Jack are back with their second attempt in achieving the Vidmaster Challenge Endure in Halo 3: ODST. Vote for Rooster Teeth in the...",Wednesday,316,1850.0,30.0,0.0,9330,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Top Chef Part 2,https://www.youtube.com/watch?v=v7HXhyDi2jI,32.0,2014-09-02,367621,5142,569,Let's Build,"Lindsay, Kdin, Jeremy, and Matt are back with the second part of Let&#39;s Build in Minecraft - Top Chef. RT Store: http://roosterteeth.com/store/ Rooster Teeth:...",Tuesday,317,1160.0,16.0,2.0,4573,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
Let's Play - Fibbage,https://www.youtube.com/watch?v=zLmuKWdm020,30.0,2014-09-02,2094404,37343,707,Let's Play,"Geoff, Ray, Gavin, Ryan, Michael, and Lindsay practice lying as they play Fibbage. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteet...",Tuesday,317,6607.0,118.0,2.0,36636,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
Achievement Hunter Presents: GO! #45,https://www.youtube.com/watch?v=kOhLGxe175E,5.7,2014-09-02,622749,10275,113,Achievement Hunter Presents,"In the 45th episode of GO!, the first person to beat a boss becomes this week&#39;s victor and gets a sticker to add to their collection. RT Store: http://rooste...",Tuesday,317,1965.0,32.0,0.0,10162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Free Play Sky High Part 2,https://www.youtube.com/watch?v=SmaiYz0kdbc,32.0,2014-09-01,1408143,16892,379,Let's Play,"Geoff, Jack, Michael, Gavin and Ryan are back with the second part of Let&#39;s Play - Free Play Skyhigh in Grand Theft Auto V. RT Store: http://roosterteeth.com...",Monday,318,4428.0,53.0,1.0,16513,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 118 - Galacticraft Part 4,https://www.youtube.com/watch?v=T-HEYNjNoJU,40.0,2014-08-29,1316170,18342,690,Let's Play,"Join Geoff, Jack, Ray, Gavin, Michael, and Ryan in the fourth installment of Let&#39;s Play Minecraft - Galacticraft. RT Store: http://roosterteeth.com/store/ Ro...",Friday,321,4100.0,57.0,2.0,17652,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Payday 2 Part 2,https://www.youtube.com/watch?v=an8ZMlR2HUw,44.0,2014-08-28,848419,11740,210,Let's Play,"Join Jack, Ryan, Ray, and Gavin in the second installment of Let&#39;s Play - Payday 2. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roostertee...",Thursday,322,2635.0,36.0,1.0,11530,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 78: Ray vs. Lindsay,https://www.youtube.com/watch?v=nPz2Qq_Wlpw,12.0,2014-08-28,688150,13112,170,VS,This week&#39;s VS brings you Ray vs. Lindsay! RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: http://achiev...,Thursday,322,2137.0,41.0,1.0,12942,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Let's Play - 3D Ultra MiniGolf Adventures 2 Part 1,https://www.youtube.com/watch?v=VagOqmFbjjo,68.0,2014-08-27,1494770,18890,271,Let's Play,"Geoff, Michael, Ray, and Ryan hit the driving ranges as they play 3D Ultra MiniGolf Adventures 2. RT Store: http://roosterteeth.com/store/ Rooster Teeth: htt...",Wednesday,323,4628.0,58.0,1.0,18619,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Top Chef Part 1,https://www.youtube.com/watch?v=QBjP9AOE_4g,34.0,2014-08-26,499500,10601,1567,Let's Build,"Join Kdin, Lindsay, Matt, and Jeremy as they build &quot;Top Chef&quot; in Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ ...",Tuesday,324,1542.0,33.0,5.0,9034,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
Let's Play - Worms Battlegrounds Part 3,https://www.youtube.com/watch?v=MNUdT-v7MWc,53.0,2014-08-26,1026193,15059,192,Let's Play,"Geoff, Jack, Michael, and Gavin return with the third installment of Let&#39;s Play - Worms Battlegrounds. RT Store: http://roosterteeth.com/store/ Rooster Teeth...",Tuesday,324,3167.0,46.0,1.0,14867,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #44,https://www.youtube.com/watch?v=WyKWLBVqGh4,12.0,2014-08-26,597069,10902,76,Achievement Hunter Presents,"In the 44th episode of GO!, the first person to kill a vampire, a zombie, and a werewolf in three different games (but Castlevania) becomes this week&#39;s victo...",Tuesday,324,1843.0,34.0,0.0,10826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Flight Schooled,https://www.youtube.com/watch?v=Kk7CYgFiRQk,60.0,2014-08-25,1860763,22397,440,Let's Play,"Geoff, Ryan, Jack, Ray, Michael, and Gavin have some free play fun with the flight school dlc in GTA V! RT Store: http://roosterteeth.com/store/ Rooster Teet...",Monday,325,5725.0,69.0,1.0,21957,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Full Play: Banjo-Tooie Part 10,https://www.youtube.com/watch?v=-FjnVIzDkMU,76.0,2014-08-24,330211,4723,88,Full Play,"Michael and Banjo continue the Hell on Earth that is Grunty Industries. Also, rabbits get naked and someone turns into a washing machine. Who could it be?! R...",Sunday,326,1013.0,14.0,0.0,4635,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 117 - Halo: CTF,https://www.youtube.com/watch?v=qkXTeHPLuMw,39.0,2014-08-22,1204023,18125,718,Let's Play,The Achievement Hunter guys play capture the flag in the Halo mash up for this week&#39;s Let&#39;s Play Minecraft. RT Store: http://roosterteeth.com/store/ Rooster ...,Friday,328,3671.0,55.0,2.0,17407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Mario Party 8: DK's Treetop Temple Part 2,https://www.youtube.com/watch?v=rjxmZirUx2A,54.0,2014-08-21,1165852,21258,258,Let's Play,The AH Crew is back playing the second part to Let&#39;s Play - Mario Party 8: DK&#39;s Treetop Temple. Image credit goes to Shutterstock.com RT Store: http://rooste...,Thursday,329,3544.0,65.0,1.0,21000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 77: Ray vs. Gavin,https://www.youtube.com/watch?v=ObHwQZR2ttI,7.6,2014-08-21,749217,13652,135,VS,Was Gavin&#39;s last week win a fluke or will he continue winning after being challenged by the VS&#39;s master Ray? Watch and find out! RT Store: http://roosterteet...,Thursday,329,2277.0,41.0,0.0,13517,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GoldenEye: Source,https://www.youtube.com/watch?v=uDloerMph3k,38.0,2014-08-20,1030728,12924,236,Let's Play,The AH Crew is back playing Golden Eye: Source for Let&#39;s Play Wednesday. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Ach...,Wednesday,330,3123.0,39.0,1.0,12688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Accepts The Ice Bucket Challenge,https://www.youtube.com/watch?v=Cfc-Qz06xW4,5.0,2014-08-20,1260626,45279,233,Unknown,"To donate, please visit http://ALSA.org We challenge Inside Gaming, Nicolas Cage, Queen Latifah, and ProJared. RT Store: http://roosterteeth.com/store/ Roost...",Wednesday,330,3820.0,137.0,1.0,45046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Storm the Tower,https://www.youtube.com/watch?v=PS9KTWktYpc,56.0,2014-08-19,708586,9429,142,Let's Build,Follow Gavin and Geoff and stroll down memory lane as they build &quot;Storm the Tower&quot; in Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http...,Tuesday,331,2141.0,28.0,0.0,9287,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #43,https://www.youtube.com/watch?v=MUFWVc74u9I,9.7,2014-08-19,629285,12010,119,Achievement Hunter Presents,"In the 43rd episode of GO!, the first person to win a thousand dollars gambling becomes this week&#39;s victor and gets a sticker to add to their collection. RT ...",Tuesday,331,1901.0,36.0,0.0,11891,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Worms Battlegrounds Part 2,https://www.youtube.com/watch?v=VPxs9YuV1kc,38.0,2014-08-19,953243,13863,170,Let's Play,"Geoff, Gavin, Ryan, and, Michael are back with the second installment of Let&#39;s Play - Worms Battlegrounds. Watch the first part here: http://bit.ly/1kSziqF R...",Tuesday,331,2880.0,42.0,1.0,13693,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - CarDuckEn,https://www.youtube.com/watch?v=TLkJ9yqlMYA,41.0,2014-08-18,1427015,21048,462,Let's Play,AH tries to break Geoff&#39;s mind while assembling the perfect CarDuckEn sandwich. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.c...,Monday,332,4298.0,63.0,1.0,20586,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Left 4 Dead 2 Podcast Crew,https://www.youtube.com/watch?v=LF4XLQFSVy0,85.0,2014-08-16,732098,10039,191,Let's Play,"Blaine, Burnie, Gavin and Gus attempt Hard Rain in Left 4 Dead 2 on the highest difficulty possible. Game is using the Red vs Blue character mod: http://stea...",Saturday,334,2192.0,30.0,1.0,9848,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Let's Play - Titanfall Part 7,https://www.youtube.com/watch?v=L3kqqfPh6NA,35.0,2014-08-16,491690,8467,527,Let's Play,The AH guys are back with the seventh installment of Let&#39;s Play - Titanfall. Click here for the latest information on Titanfall updates. http://www.titanfall...,Saturday,334,1472.0,25.0,2.0,7940,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 116 - Storm the Tower: Gents Attack,https://www.youtube.com/watch?v=xbpzNVlTREA,55.0,2014-08-15,1548967,22231,523,Let's Play,"The Achievement Hunter Gents, with all of their experience and wisdom, attempt to one up the AH Lads in Let&#39;s Play Minecraft - Storm the Tower: Gents Attack....",Friday,335,4624.0,66.0,2.0,21708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Mario Party 8: DK's Treetop Temple Part 1,https://www.youtube.com/watch?v=-6yE7iKUh-s,50.0,2014-08-15,1681031,21053,408,Let's Play,"Join Ryan, Gavin, Michael, and Ray as they play Mario Party 8: DK&#39;s Treetop Temple. AH R&amp;R CONNECTION SHIRT - http://bit.ly/1kn4a2j AH TEAM NICE DYNAMITE SHI...",Friday,335,5018.0,63.0,1.0,20645,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Castle Crashers Part 2,https://www.youtube.com/watch?v=sB03Tf5sOnQ,44.0,2014-08-15,379364,6442,219,Let's Play,Michael and Lindsay are back with the second installment of Let&#39;s Play - Castle Crashers. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roos...,Friday,335,1132.0,19.0,1.0,6223,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
VS Episode 76: Gavin vs. Ryan,https://www.youtube.com/watch?v=Fc0qYFKAAFU,9.2,2014-08-14,717937,13918,227,VS,Ryan has been the VS champion for two weeks in a row. Will Gavin&#39;s game pick give him an advantage and become the new champion? Watch and find out! RT Store:...,Thursday,336,2137.0,41.0,1.0,13691,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Halo 3 ODST (Vidmaster Challenge Endure),https://www.youtube.com/watch?v=ko3UEuC53C0,38.0,2014-08-13,689101,12048,163,Let's Play,"Gavin, Geoff, Michael, and Jack play Halo 3 ODST and as they attempt to achieve the Vidmaster Challenge Endure. RT Store: http://roosterteeth.com/store/ Roos...",Wednesday,337,2045.0,36.0,0.0,11885,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Giant Creeper,https://www.youtube.com/watch?v=PoRyJZs7-Vs,65.0,2014-08-12,966781,16256,264,Let's Build,"In this week&#39;s Let&#39;s Build in Minecraft, Griffon graciously makes Geoff and Gavin &quot;Creeper Fuel&quot; before they start building Giant Creeper. RT Store: http://r...",Tuesday,338,2860.0,48.0,1.0,15992,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #42,https://www.youtube.com/watch?v=HJTmXyUNnL8,10.0,2014-08-12,644462,13090,82,Achievement Hunter Presents,"In the 42nd episode of GO!, the first person to punch-out five different people in five different games becomes this week&#39;s victor and gets a sticker to add ...",Tuesday,338,1907.0,39.0,0.0,13008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Samurai Gunn,https://www.youtube.com/watch?v=vY2afqhVYmA,27.0,2014-08-12,633606,9386,230,Let's Play,"Geoff, Ryan, Michael, and Gavin are back playing &quot;Samurai Gunn.&quot; RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievement...",Tuesday,338,1875.0,28.0,1.0,9156,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - The Cargo Tank,https://www.youtube.com/watch?v=lmanyT_FAFI,43.0,2014-08-11,1361918,18345,393,Let's Play,The Grand Heist gave us lots of good ideas... so we decided to have some fun with one of them! AH air lifts some action in this week&#39;s Let&#39;s Play! RT Store: ...,Monday,339,4017.0,54.0,1.0,17952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Full Play: Banjo-Tooie Part 9,https://www.youtube.com/watch?v=ZATpUgC0nZQ,56.0,2014-08-11,283272,4517,94,Full Play,"Narrowly escaping Terrydactly Land, our heroes continue their quest for vengeance as they enter the dark and twisted world of Grunty Industries. Legends say,...",Monday,339,836.0,13.0,0.0,4423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Contagion Podcast Crew Part One,https://www.youtube.com/watch?v=bjyikWTXA7k,38.0,2014-08-09,649908,11713,165,Let's Play,"Burnie tries to guide Barbara, Gavin and Gus to safety out of an overrun police station. Will they escape? Part Two: https://www.youtube.com/watch?v=UA_tzX6W...",Saturday,341,1906.0,34.0,0.0,11548,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Let's Play Minecraft - Episode 115 - Storm the Tower: Lads Attack,https://www.youtube.com/watch?v=11cijD31zyg,65.0,2014-08-08,2016189,27869,2138,Let's Play,The Achievement Hunter guys play &quot;Storm the Tower&quot; in this week&#39;s Let&#39;s Play Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://rooste...,Friday,342,5895.0,81.0,6.0,25731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - The Last of Us Remastered Part 2,https://www.youtube.com/watch?v=lkTj86VJbzI,48.0,2014-08-07,762212,15603,200,Let's Play,The AH Crew is back playing The Last of Us. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: http://achie...,Thursday,343,2222.0,45.0,1.0,15403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 75: Michael vs. Ryan,https://www.youtube.com/watch?v=tayvpAamJGw,21.0,2014-08-07,771877,21473,128,VS,The Mad King is back and this week it&#39;s Michael&#39;s turn to challenge the champion in this week&#39;s VS! Be prepared for what may just be the most physically chal...,Thursday,343,2250.0,63.0,0.0,21345,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - 7 Days To Die Part 4,https://www.youtube.com/watch?v=IegIZ-T2bbw,54.0,2014-08-06,1470829,24984,310,Let's Play,The AH Crew is back with the fourth installment of 7 Days to Die. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievemen...,Wednesday,344,4276.0,73.0,1.0,24674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - TowerFall Ascension Part 2,https://www.youtube.com/watch?v=lcM2MOZn1d4,40.0,2014-08-05,610235,9631,121,Let's Play,"Join Geoff, Michael, Ray, and Gavin as they continue playing TowerFall Ascension. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth...",Tuesday,345,1769.0,28.0,0.0,9510,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #41,https://www.youtube.com/watch?v=pgi7WbKiz94,13.0,2014-08-05,643237,11690,131,Achievement Hunter Presents,"In the 41st episode of GO!, the first person who visits five US states becomes this week&#39;s victor and gets a sticker to add to their collection. RT Store: ht...",Tuesday,345,1864.0,34.0,0.0,11559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Chicken Bucket,https://www.youtube.com/watch?v=fwFYniMsN-U,37.0,2014-08-05,386708,5143,119,Let's Build,Geoff and Ray build &quot;Chicken Bucket&quot; in this week&#39;s Let&#39;s Build Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ A...,Tuesday,345,1121.0,15.0,0.0,5024,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Free Play Sky High Part 1,https://www.youtube.com/watch?v=bgRMkkPL9gA,26.0,2014-08-04,1571239,22302,641,Let's Play,AH spends a little quality time doing whatever comes to mind in Los Santos! RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ ...,Monday,346,4541.0,64.0,2.0,21661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Diablo 3 HARDCORE Podcast Crew,https://www.youtube.com/watch?v=OMue-2OySVg,79.0,2014-08-02,551598,7364,292,Let's Play,"Ashley, Burnie, Gilby and Gus take on Diablo 3 in Hardcore mode. Who will survive the longest? RT Store: http://roosterteeth.com/store/ Rooster Teeth: http:/...",Saturday,348,1585.0,21.0,1.0,7072,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Let's Play - Castle Crashers,https://www.youtube.com/watch?v=5SPR08VLet8,38.0,2014-08-01,670508,13464,581,Let's Play,Join Michael and Lindsay as they play &quot;Castle Crashers.&quot; RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievement Hunter:...,Friday,349,1921.0,39.0,2.0,12883,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Let's Play Minecraft - Episode 114 - Megatower Part 2,https://www.youtube.com/watch?v=ywfpVKSceZc,44.0,2014-08-01,1411364,20110,1839,Let's Play,The AH Crew is back with the second installment of Let&#39;s Play &quot;Megatower&quot; in Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://rooste...,Friday,349,4044.0,58.0,5.0,18271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - The Last of Us Remastered,https://www.youtube.com/watch?v=N5HNj2stiVw,43.0,2014-07-31,1047711,18445,447,Let's Play,"Geoff, Jack, Ryan, Gavin, Michael, and Kerry play &quot;The Last of Us Remastered.&quot; RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.co...",Thursday,350,2993.0,53.0,1.0,17998,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
VS Episode 74: Ryan vs. Jack,https://www.youtube.com/watch?v=WeUwC06jLd8,10.0,2014-07-31,640368,12127,139,VS,"Jack, the current holder of all of the AH trophies, is challenged by &quot;Mad King&quot; Ryan in this week&#39;s VS! RT Store: http://roosterteeth.com/store/ Rooster Teet...",Thursday,350,1830.0,35.0,0.0,11988,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - 7 Days To Die Part 3,https://www.youtube.com/watch?v=4lhETNy9GjI,54.0,2014-07-30,1339837,21019,274,Let's Play,The AH Crew is back with the third installment of 7 Days to Die. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievement...,Wednesday,351,3817.0,60.0,1.0,20745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - TowerFall Ascension,https://www.youtube.com/watch?v=qgkzTwQdNAs,35.0,2014-07-29,879090,15856,179,Let's Play,"Join Gavin, Michael, Ray, and Geoff as they play TowerFall Ascension. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achiev...",Tuesday,352,2497.0,45.0,1.0,15677,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Halo CTF,https://www.youtube.com/watch?v=MV6gOjIrl58,33.0,2014-07-29,507276,7095,85,Let's Build,Join Geoff and Gavin as they build Halo CTF in Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievement Hunter...,Tuesday,352,1441.0,20.0,0.0,7010,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #40,https://www.youtube.com/watch?v=xdoMhoNBoIo,9.8,2014-07-29,606556,12879,330,Achievement Hunter Presents,"In the 40th episode of GO!, the first person who gets a trophy becomes this week&#39;s victor and gets a sticker to add to their collection. RT Store: http://roo...",Tuesday,352,1723.0,37.0,1.0,12549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Burnout Paradise,https://www.youtube.com/watch?v=PgcLQEIWWcs,38.0,2014-07-28,941538,16547,243,Let's Play,"For their six year anniversary, the AH Crew bring this special Let&#39;s Play. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ A...",Monday,353,2667.0,47.0,1.0,16304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Full Play: Banjo-Tooie Part 8,https://www.youtube.com/watch?v=PfM9ja0qEus,47.0,2014-07-28,304014,5910,75,Full Play,"Previously believed to be lost to the ether of space and time, Banjo and Full Play are back. Now let&#39;s see if I can remember what the hell I was doing... RT ...",Monday,353,861.0,17.0,0.0,5835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Easily Distracted,https://www.youtube.com/watch?v=nU--zKrE4II,40.0,2014-07-28,1684774,23652,510,Let's Play,The AH crew is really easy to sidetrack in Grand Theft Auto V. No lie... one of the funniest moments in our GTA history happens in this video. RT Store: http...,Monday,353,4773.0,67.0,1.0,23142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Last of Us Multiplayer Podcast Crew,https://www.youtube.com/watch?v=tvrLEdUfI5E,33.0,2014-07-26,721291,13132,374,Let's Play,"The podcast cast and crew gets together to have a rousing match of Supply Raid in Last of Us (PS3), which was their pick for Game Of The Year 2013. RT Store:...",Saturday,355,2032.0,37.0,1.0,12758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 113 - Megatower,https://www.youtube.com/watch?v=XrjOK_1CEEM,44.0,2014-07-25,1736792,24490,601,Let's Play,The AH Crew play &quot;Megatower&quot; in this week&#39;s Let&#39;s Play Minecraft. RT Store: http://roosterteeth.com/store/ Rooster Teeth: http://roosterteeth.com/ Achievemen...,Friday,356,4879.0,69.0,2.0,23889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
