Title,URL,Duration,Date,Views,Likes,Dislikes,Show,Description,Day Of The Week,Days Since Published,Views Per Day,Likes Per Day,Dislikes Per Day,Likes Minus Dislikes,Geoff,Jack,Gavin,Ryan,Ray,Michael,Lindsey,Caleb,Kdin,Matt,Jeremy,Barbara,Brandon,Burnie,Kerry,Dan,Lindsay
Let's Play - GTA V - EXTREME,https://www.youtube.com/watch?v=8t2iffDpLdI,39.0,2015-02-09,1488388,19180,373,Let's Play,"It&#39;s too extreme. No title even fits. Look up extreme in the dictionary, then burn it in the flame of Saturn V rocket and it might be close to explaining the...",Monday,157,9480.0,122.0,2.0,18807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Saints Row IV: Re-Elected,https://www.youtube.com/watch?v=wE3wuoXF5DE,34.0,2015-02-07,743549,13272,314,Let's Play,Geoff and Michael return to their Let&#39;s Play roots in Saints Row IV: Re-Elected! FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Rooster Tee...,Saturday,159,4676.0,83.0,2.0,12958,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 141 - Wither Hunt Part 2,https://www.youtube.com/watch?v=gNjOgnsnhHY,37.0,2015-02-07,688317,9773,149,Let's Play,"The Wither VS The Achievement Hunter Crew, who will win?! FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth...",Saturday,159,4329.0,61.0,1.0,9624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Dying Light Co-Op,https://www.youtube.com/watch?v=RjGp8jCwzjE,23.0,2015-02-05,948111,12878,335,Let's Play,"Geoff, Ryan, Ray, and Michael begin their journey in Dying Light. Here&#39;s the highlights of their desperate need for survival. Best of luck to them. FREE EDGA...",Thursday,161,5889.0,80.0,2.0,12543,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 101: Jack vs. Lindsay,https://www.youtube.com/watch?v=JSu0Ek8tdQU,9.2,2015-02-05,507006,10992,142,VS,"The pinker they are, the harder they fall. FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achieveme...",Thursday,161,3149.0,68.0,1.0,10850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Lethal League,https://www.youtube.com/watch?v=auJbi2Wku3g,20.0,2015-02-04,675497,12448,136,Let's Play,"Geoff, Jack, Ray, and Michael knock each other\xe2\x80\x99s balls around in Lethal League! FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Rooster Teet...",Wednesday,162,4170.0,77.0,1.0,12312,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - I Am Bread Part 3,https://www.youtube.com/watch?v=dBELRe6MWtU,43.0,2015-02-03,730101,12421,228,Let's Play,Michael and Gavin return for another crust biting adventure in I am Bread! FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: ht...,Tuesday,163,4479.0,76.0,1.0,12193,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Mario Part 2,https://www.youtube.com/watch?v=Ly7RlW21BYw,24.0,2015-02-03,323378,3750,84,Let's Build,Geoff and Gavin are back with the second installment of Let&#39;s Build in Minecraft - Mario. FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Ro...,Tuesday,163,1984.0,23.0,1.0,3666,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GO! #67 - 25 Discs & 3 Kills,https://www.youtube.com/watch?v=6QIdvCp5GyA,10.0,2015-02-03,726089,11971,92,Go!,"In this week&#39;s Go!, Geoff mixes things up. 25 discs. 3 kills. Who will be first?! FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Rooster Te...",Tuesday,163,4455.0,73.0,1.0,11879,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 140 - Wither Hunt,https://www.youtube.com/watch?v=3fw1lVMyW54,51.0,2015-01-30,1373179,16242,390,Let's Play,They&#39;re off to kill the Wither! The Wonderful Wither of...Minecraft. FREE EDGAR: http://bit.ly/1BuRgl1 RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://r...,Friday,167,8223.0,97.0,2.0,15852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Evolve Beta Part 1,https://www.youtube.com/watch?v=65tAyQoBl6g,18.0,2015-01-29,589855,9797,182,Let's Play,"Geoff, Jack, Michael, Ray, and Ryan play as either the hunters or the hunted in the open beta for the new game Evolve. Fire breath, rock throws, ground pound...",Thursday,168,3511.0,58.0,1.0,9615,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 100: Geoff vs. Lindsay,https://www.youtube.com/watch?v=mdCttj1OwwU,6.4,2015-01-29,536222,11412,299,VS,Can the student surpass the master? Again? RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: http://achievementhunte...,Thursday,168,3192.0,68.0,2.0,11113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Madden NFL 15: Super Bowl Special,https://www.youtube.com/watch?v=0JF7lH9_4DA,55.0,2015-01-28,905738,13286,479,Let's Play,Coach Ramsey faces off against coach Narvaez Jr. in the hardest hitting Super Bowl Special yet! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roostert...,Wednesday,169,5359.0,79.0,3.0,12807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GO! #66 - In Search for the Rainbow,https://www.youtube.com/watch?v=7HoyqClQY_o,5.9,2015-01-28,645534,11449,170,Go!,"This week, Geoff decides to pursue a more... peaceful route. First person to see a rainbow in a video games wins! Go! RT Store: http://bit.ly/ZvZHS1 Rooster ...",Wednesday,169,3820.0,68.0,1.0,11279,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Mario Part 1,https://www.youtube.com/watch?v=MWPIzK9Nro0,27.0,2015-01-27,552780,7562,137,Let's Build,Geoff and Gavin have been building in Minecraft for almost 3 years. During this time they have aged severely as Achievement City slowly filled up with their ...,Tuesday,170,3252.0,44.0,1.0,7425,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Thief Town,https://www.youtube.com/watch?v=bZ4qDawoXIg,17.0,2015-01-27,700286,11456,182,Let's Play,"Michael, Ray, Ryan, and Geoff test each other&#39;s deduction skills in Thief Town! It&#39;s a good thing they&#39;re not detectives. RT Store: http://bit.ly/ZvZHS1 Roos...",Tuesday,170,4119.0,67.0,1.0,11274,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Lindsay's Heist,https://www.youtube.com/watch?v=WeCgycsE3Zo,40.0,2015-01-26,1748684,37539,1131,Let's Play,AH sees if they have what it takes to pull off Lindsay&#39;s heist! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: ht...,Monday,171,10226.0,220.0,7.0,36408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sunday Driving - The Haywood Chronicles,https://www.youtube.com/watch?v=Mc98JC1Q1ik,47.0,2015-01-25,1143263,23051,349,Sunday Driving,Geoff gets the gang back together for another leisurely drive around Los Santos in hopes of finding the ending to Ryan&#39;s story! RT Store: http://bit.ly/ZvZHS...,Sunday,172,6647.0,134.0,2.0,22702,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Destiny: Crota Raid Out Takes,https://www.youtube.com/watch?v=IardETg8ku0,20.0,2015-01-24,419864,7916,109,Let's Play,"Geoff, Jack, Ryan, Caleb, Jeremy, and Gavin managed to take down Crota... but it took them many hours to do so. There were a bunch of jokes that just didn&#39;t ...",Saturday,173,2427.0,46.0,1.0,7807,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
Let's Play Minecraft - Episode 139 - Ice Cube X,https://www.youtube.com/watch?v=lqFm5u3hEkE,33.0,2015-01-23,1021359,14481,600,Let's Play,The Achievement Hunter crew take on the much larger and much more dangerous Ice Cube X! Who will go home with the Tower of Pimps this week!? RT Store: http:/...,Friday,174,5870.0,83.0,3.0,13881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
VS Episode 99: Lindsay vs. Gavin,https://www.youtube.com/watch?v=ViXlfDgqLOo,9.1,2015-01-22,561253,11509,389,VS,"This week&#39;s VS, brings you Lindsay vs. Gavin! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: http://achievementhu...",Thursday,175,3207.0,66.0,2.0,11120,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Let's Play - Destiny: Crota Raid Attempt 2 Part 2,https://www.youtube.com/watch?v=2iFTsTYXw_U,46.0,2015-01-22,554683,9326,236,Let's Play,"Geoff, Jack, Ryan, Caleb, Jeremy, and Gavin are back facing Crota in the Destiny DLC raid. It all leads up to this. Can they beat him legitimately? RT Store:...",Thursday,175,3170.0,53.0,1.0,9090,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
Let's Play - Screen Cheat,https://www.youtube.com/watch?v=vQKZGemEA6M,25.0,2015-01-21,846738,11898,400,Let's Play,"Geoff, Ryan, Ray, and Gavin break all the rules and cheat their way to victory in Screen Cheat! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roostert...",Wednesday,176,4811.0,68.0,2.0,11498,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - I am Bread Part 2,https://www.youtube.com/watch?v=uOTWWSTim24,35.0,2015-01-20,746742,12911,257,Let's Play,Michael and Gavin are back with more I am Bread! This time they&#39;re pretending to be a whole new slice of bread in a completely different room on their epic q...,Tuesday,177,4219.0,73.0,1.0,12654,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - New Years,https://www.youtube.com/watch?v=o3epOzmMgcE,23.0,2015-01-20,191055,2861,431,Let's Build,"Kdin, Matt, and Lindsay end 2014 with a bang and a ball drop. All hail new updates. RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Ac...",Tuesday,177,1079.0,16.0,2.0,2430,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
"GO! #65 - Red, Green, and Blue Edition",https://www.youtube.com/watch?v=wSCLmq4IM4g,10.0,2015-01-20,601342,13355,194,Go!,"In this week&#39;s Go, Geoff tests the gang&#39;s color knowledge. They have to kill a Red, Green, and Blue enemy. RGB! Colors! Go! RT Store: http://bit.ly/ZvZHS1 Ro...",Tuesday,177,3397.0,75.0,1.0,13161,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Tow Truckin,https://www.youtube.com/watch?v=5V6cw1QmMOI,28.0,2015-01-19,1105526,24401,346,Let's Play,AH finally earns their trucker hats! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: http://achievementhunter.com ...,Monday,178,6211.0,137.0,2.0,24055,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 138 - I Spy 2,https://www.youtube.com/watch?v=QmglSBvdcjw,36.0,2015-01-16,1214597,14519,563,Let's Play,The Achievement Hunter crew hop into a brand new Minecraft world for the long awaited I SPY 2! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterte...,Friday,181,6710.0,80.0,3.0,13956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Destiny: Crota Raid Attempt 2 Part 1,https://www.youtube.com/watch?v=qKRVurQHG0E,49.0,2015-01-15,665523,9284,368,Let's Play,"Geoff, Jack, Ryan, Caleb, Jeremy, and Gavin reattempt the 1st DLC raid in Destiny. Can they bring Crota to his knees? RT Store: http://bit.ly/ZvZHS1 Rooster ...",Thursday,182,3657.0,51.0,2.0,8916,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
VS Episode 98: Ray vs. Gavin,https://www.youtube.com/watch?v=bekpmrVuugI,7.7,2015-01-15,599978,14916,186,VS,"To the delight of the Rooster Teeth office, Gavin and Ray have a chair race to find out who is the new VS champion! RT Store: http://bit.ly/ZvZHS1 Rooster Te...",Thursday,182,3297.0,82.0,1.0,14730,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Drawful,https://www.youtube.com/watch?v=fpPJ_k_kC0o,25.0,2015-01-14,1319238,20779,401,Let's Play,"Geoff, Ryan, Ray, Gavin, and once again Special Guest Lindsay Hicks are playing Drawful! Witness their artistic talents or lack thereof! RT Store: http://bit...",Wednesday,183,7209.0,114.0,2.0,20378,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
Let's Play - Mario Party 8 Goomba's Boardwalk Part 2,https://www.youtube.com/watch?v=nWcobra3faE,48.0,2015-01-13,813099,13441,187,Let's Play,"Ryan, Gavin, Michael, and Ray are back finishing up their trip to Goomba&#39;s Booty Boardwalk! Let&#39;s Play - Mario Party 8 Goomba&#39;s Boardwalk Part 1: http://yout...",Tuesday,184,4419.0,73.0,1.0,13254,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
GO! #64 - Land on a Blimp Edition,https://www.youtube.com/watch?v=NlIXS2A6QY0,41.0,2015-01-13,985243,17441,418,Go!,"In this week&#39;s Go!, Geoff tasks the gang to be the first to land on a blimp in GTA V. Sounds easy... right? RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: htt...",Tuesday,184,5355.0,95.0,2.0,17023,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Polar Express,https://www.youtube.com/watch?v=2CSnwXeBwwM,52.0,2015-01-13,204068,3244,714,Let's Build,Team Building Exercise are back to create another holiday gift. This time it&#39;s the Polar Express Things to Do. How can the AH crew deliver presents without a...,Tuesday,184,1109.0,18.0,4.0,2530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Bingo,https://www.youtube.com/watch?v=VsGydzXEKpQ,32.0,2015-01-12,1161167,16472,274,Let's Play,AH plays a little high-stakes Bingo in GTA V! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: http://achievementhu...,Monday,185,6277.0,89.0,1.0,16198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 137 - Bingo,https://www.youtube.com/watch?v=j0B0WIPW6Zs,41.0,2015-01-09,1268407,15705,413,Let's Play,The AH crew decides to play a &quot;friendly&quot; game of BINGO in Minecraft! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunte...,Friday,188,6747.0,84.0,2.0,15292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 97: Gavin vs. Michael vs. Ryan,https://www.youtube.com/watch?v=WhN0EdAgUlI,12.0,2015-01-08,685595,13751,119,VS,"Gavin, Michael and Ryan compete in a three-way VS in GTA IV to settle the dispute from the previous episode. Who will come out on top? RT Store: http://bit.l...",Thursday,189,3627.0,73.0,1.0,13632,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Fibbage XL,https://www.youtube.com/watch?v=h2t6XPi6rIs,27.0,2015-01-08,1201725,20797,332,Let's Play,"Geoff, Ryan, Ray, Gavin, and special guest Lindsay Hicks are playing the new Fibbage XL. What weird lies will they create? And which truths are stranger than...",Thursday,189,6358.0,110.0,2.0,20465,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
Let's Play - Lara Croft and the Temple of Osiris Part 2,https://www.youtube.com/watch?v=Ilw9tJJ8IcY,24.0,2015-01-07,284722,4541,155,Let's Play,"Geoff, Jack, Ray, and Michael are back and raiding some temples! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: h...",Wednesday,190,1499.0,24.0,1.0,4386,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Mario Party 8 Goomba's Boardwalk Part 1,https://www.youtube.com/watch?v=c_vo8Z6fXus,41.0,2015-01-06,1154877,16376,323,Let's Play,"Ryan, Gavin, Michael, and Ray are back playing Mario Party 8! This time they&#39;re hitting the beaches of Goomba&#39;s Booty Boardwalk. Watch as their friendship sl...",Tuesday,191,6046.0,86.0,2.0,16053,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Cakewalk Part 2,https://www.youtube.com/watch?v=Z7NX4hnrVEI,26.0,2015-01-06,285555,4768,85,Let's Build,"It&#39;s a Let&#39;s Build with Geoff and Gavin, and featuring Ryan and Michael. See them put down cakes, place cakes, and generally just be around cakes. RT Store: ...",Tuesday,191,1495.0,25.0,0.0,4683,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Tales From The Internet 2 - Alternate Views & Outtakes,https://www.youtube.com/watch?v=Os3gegyc2-8,3.2,2015-01-06,546978,8801,77,Let's Play,Alternate takes and outtakes from Let&#39;s Play - GTA V - Tales From The Internet 2. RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achi...,Tuesday,191,2864.0,46.0,0.0,8724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #63,https://www.youtube.com/watch?v=lryT0wv_DVo,8.9,2015-01-06,477727,8607,47,Achievement Hunter Presents,Geoff rings in the new year by challenging the group to get a score of 2015! Now they won&#39;t write 2014 on their...checks? Do people still write checks? RT St...,Tuesday,191,2501.0,45.0,0.0,8560,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Tales From The Internet 2,https://www.youtube.com/watch?v=mfY341FAmjg,33.0,2015-01-05,1185674,18574,321,Let's Play,AH takes on two more popular GTA V stunts from around the internet! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter...,Monday,192,6175.0,97.0,2.0,18253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 136 - Mega Dig Part 2,https://www.youtube.com/watch?v=q_3aMoGPc_8,56.0,2015-01-02,1354467,19175,565,Let's Play,What started out as a simple quest for gold turned into a six hour test of the true patience and mental capabilities of everyone in Achievement Hunter...thes...,Friday,195,6946.0,98.0,3.0,18610,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VS Episode 96: Michael vs. Ryan,https://www.youtube.com/watch?v=CHLaEsLW4-A,7.1,2015-01-01,608207,12641,257,VS,"In the first episode of VS for 2015, Michael competes against Ryan! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter...",Thursday,196,3103.0,64.0,1.0,12384,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Fail - Ghost Recon Advanced Warfighter 2,https://www.youtube.com/watch?v=dfXfuQxYIZU,39.0,2015-01-01,534559,8088,106,Let's Fail,"Geoff, Ryan, Ray, Michael, Gavin, and Dan decided it&#39;s time you all saw their failed first attempt at GRAW 2. Was it their fault or the game&#39;s? Does it reall...",Thursday,196,2727.0,41.0,1.0,7982,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Let's Play - Lara Croft and the Temple of Osiris,https://www.youtube.com/watch?v=mPOCl8iOx04,23.0,2014-12-31,467886,6923,217,Let's Play,"Geoff, Jack, Ray, and Michael must utilize an unknown ancient relic called &quot;teamwork&quot; to survive the trials of these tombs! RT Store: http://bit.ly/ZvZHS1 Ro...",Wednesday,197,2375.0,35.0,1.0,6706,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Cakewalk Part 1,https://www.youtube.com/watch?v=8-NVmqDY1aM,25.0,2014-12-30,354089,6108,150,Let's Build,Plan G returns to make a perilous walk across some cakes. Ray will sense a disturbance in the force. RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roo...,Tuesday,198,1788.0,31.0,1.0,5958,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - #IDARB,https://www.youtube.com/watch?v=-dETbuaDiYM,19.0,2014-12-30,676422,10464,332,Let's Play,The AH Crew is back playing one of the most intense games around...IDARB!!! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievemen...,Tuesday,198,3416.0,53.0,2.0,10132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #62,https://www.youtube.com/watch?v=DY9FV4jkHzE,8.5,2014-12-30,509655,9088,109,Achievement Hunter Presents,"In GO! this week, Geoff tasks the gang with a New Year&#39;s tradition: drinking. First to get drunk in a video game wins! RT Store: http://bit.ly/ZvZHS1 Rooster...",Tuesday,198,2574.0,46.0,1.0,8979,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Crime Lord,https://www.youtube.com/watch?v=jIOZnEmGezs,29.0,2014-12-29,1280010,17949,369,Let's Play,Time for a crime refresher course for the AH gang! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achievement Hunter: http://achievem...,Monday,199,6432.0,90.0,2.0,17580,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 135 - Expanded Achievement City,https://www.youtube.com/watch?v=gste4pWCLck,58.0,2014-12-26,1518755,19214,474,Let's Play,"No longer held back by the old world limit, it&#39;s time to begin exploring the brand new lands beyond the walls. RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: ...",Friday,202,7519.0,95.0,2.0,18740,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Mario Kart 8 Part 2,https://www.youtube.com/watch?v=ad9NRY0Si9c,32.0,2014-12-25,744686,9859,148,Let's Play,"Michael, Ray, Gavin, and Ryan put the pedal to the metal and compete in two more tournaments. RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roostertee...",Thursday,203,3668.0,49.0,1.0,9711,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
VS Episode 95: Jack vs. Ryan,https://www.youtube.com/watch?v=FJb-bYIQHP8,10.0,2014-12-25,472322,9487,94,VS,The two go face-to-face to see who can hide right under their opponent&#39;s nose. RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/ Achieve...,Thursday,203,2327.0,47.0,0.0,9393,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Halo 3 Legendary Co-op Part 3,https://www.youtube.com/watch?v=gc3lwiC5oMw,18.0,2014-12-24,350178,5514,146,Let's Play,"Geoff, Ryan, Jack, and Ray return to The Master Chief Collection to continue their Legendary Co-op journey in Halo 3! Save 25% on stocking stuffers in the RT...",Wednesday,204,1717.0,27.0,1.0,5368,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Let's Build in Minecraft - Legends of The Hidden Tower Part 5,https://www.youtube.com/watch?v=YG0wrkWit1M,60.0,2014-12-23,171140,2433,215,Let's Build,"Matt, Kdin, and Lindsay finally finish their biggest build to date. Let&#39;s Rock. Save 25% on stocking stuffers in the RT Store until December 24th: http://bit...",Tuesday,205,835.0,12.0,1.0,2218,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
Achievement Hunter Present: GO! #61,https://www.youtube.com/watch?v=p84EFtxrnKQ,5.6,2014-12-23,467674,8760,69,Unknown,"This week&#39;s Go! is a test of holiday cheer! Who will be the first to find either a snowman, a Christmas tree, or a wrapped present in a video game?! Sorry Kw...",Tuesday,205,2281.0,43.0,0.0,8691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - I am Bread,https://www.youtube.com/watch?v=mPaX_3Ns6Yk,45.0,2014-12-23,1318116,21903,595,Let's Play,Michael and Gavin are back on one of the doughyest adventures of their lives! Tensions rise as they get closer to becoming the toast they always dreamed of. ...,Tuesday,205,6430.0,107.0,3.0,21308,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Let's Play - GTA V - Santa's Delivery Service,https://www.youtube.com/watch?v=hMo2ovaa8bc,36.0,2014-12-22,1136436,17945,343,Let's Play,The Lads and Gents go head to head for Santa&#39;s love in a holiday edition of Let&#39;s Play GTA V! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roostertee...,Monday,206,5517.0,87.0,2.0,17602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Halo 5: Guardians Multiplayer Beta,https://www.youtube.com/watch?v=Pfaobq4_ZZ0,10.0,2014-12-22,575292,10425,212,Let's Play,"Geoff, Gavin, and &#39;Ryan&#39; try their hand at the new Halo 5: Guardians multiplayer beta! RT Store: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.com/...",Monday,206,2793.0,51.0,1.0,10213,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play Minecraft - Episode 134 - Mega Dig,https://www.youtube.com/watch?v=KlpvLOEkhL4,62.0,2014-12-19,1555509,17420,837,Let's Play,"Five players, four blocks of gold, and one giant mound of dirt...let the hunt begin! Save 25% off stocking stuffers in the RT Store until December 24th: http...",Friday,209,7443.0,83.0,4.0,16583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Destiny: Crota Raid Attempt 1,https://www.youtube.com/watch?v=ej_UJy1c3-I,45.0,2014-12-18,653960,8893,397,Let's Play,"Geoff, Jack, Ryan, Ray, Jeremy, and Caleb give the new raid a go in Destiny. Maybe they&#39;ll succeed first time? Save 25% off stocking stuffers in the RT Store...",Thursday,210,3114.0,42.0,2.0,8496,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False
VS Episode 94: Jack vs. Ray,https://www.youtube.com/watch?v=Qg2O4VA7MzA,8.5,2014-12-18,491768,8480,302,VS,"In this week&#39;s episode, AH gets naked during the VS graphic slide in. Save 25% off stocking stuffers in the RT Store until December 24th: http://bit.ly/ZvZHS...",Thursday,210,2342.0,40.0,1.0,8178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Far Cry 4 Co-op Part 2,https://www.youtube.com/watch?v=9CxnqrH4HYg,68.0,2014-12-17,533581,7393,166,Let's Play,Geoff and Ryan return to Kyrat for more shenanigans! Save 25% in the RT store until December 24th: http://bit.ly/ZvZHS1 Rooster Teeth: http://roosterteeth.co...,Wednesday,211,2529.0,35.0,1.0,7227,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Let's Play - Worms Battlegrounds Part 5,https://www.youtube.com/watch?v=wYiwg6-tQD4,23.0,2014-12-16,722514,13986,587,Let's Play,"Geoff, Jack, Michael, and Ray are back for another round of Worms Battlegrounds! Save 25% on stocking stuffers in the RT Store until December 24th: http://bi...",Tuesday,212,3408.0,66.0,3.0,13399,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Achievement Hunter Presents: GO! #60,https://www.youtube.com/watch?v=SCkYoY1B3D8,13.0,2014-12-16,510950,8663,213,Achievement Hunter Presents,"This week, the gang celebrates the Master Chief Collection by not playing it and instead playing Halo Reach. Whoever lasts the longest in Lone Wolf wins a st...",Tuesday,212,2410.0,41.0,1.0,8450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
